point,lon,lat,count,address,district
0101000020E610000043D435EB0B3F3E4058AA511532F34D40,30.246275616304285,59.89996592032976,12,,округ Морские ворота
0101000020E610000043D435EB0B3F3E405A085007BE034E40,30.246275616304285,60.02923671157687,167,проспект Королёва,округ Юнтолово
0101000020E610000043D435EB0B3F3E406A1274D638F64D40,30.246275616304285,59.92360954921317,5,Кожевенная линия,округ Гавань
0101000020E610000043D435EB0B3F3E406AFE758C4AEE4D40,30.246275616304285,59.86165004502693,33,улица Морской Пехоты,округ Красненькая речка
0101000020E610000043D435EB0B3F3E406BDE1BEB22ED4D40,30.246275616304285,59.852628124816725,1,Соломахинский проезд,округ Дачное
0101000020E610000043D435EB0B3F3E406CEA54AB71014E40,30.246275616304285,60.0112814106586,295,проспект Авиаконструкторов,округ Озеро Долгое
0101000020E610000043D435EB0B3F3E40717466E047ED4D40,30.246275616304285,59.85375599863699,252,проспект Стачек,округ Дачное
0101000020E610000043D435EB0B3F3E4074DD5BB2DBED4D40,30.246275616304285,59.8582671116409,108,проспект Стачек,округ Красненькая речка
0101000020E610000043D435EB0B3F3E407B5D8E44B1EB4D40,30.246275616304285,59.84134728385376,30,бульвар Новаторов,округ Дачное
0101000020E610000043D435EB0B3F3E4085057155DEEE4D40,30.246275616304285,59.86616008776313,78,Портовая улица,округ Автово
0101000020E610000043D435EB0B3F3E40892F7FF5FDEC4D40,30.246275616304285,59.85150021276701,257,Ленинский проспект,округ Дачное
0101000020E610000043D435EB0B3F3E408991431816F74D40,30.246275616304285,59.930361779205725,295,улица Шевченко,округ Гавань
0101000020E610000043D435EB0B3F3E408A3E861151044E40,30.246275616304285,60.033724012898425,262,Парашютная улица,округ Коломяги
0101000020E610000043D435EB0B3F3E408F79686EE1024E40,30.246275616304285,60.022504616749856,583,Комендантский проспект,округ Юнтолово
0101000020E610000043D435EB0B3F3E40A0E9FCF72A034E40,30.246275616304285,60.02474880074738,32,проспект Королёва,округ Юнтолово
0101000020E610000043D435EB0B3F3E40A3B0DDE24C014E40,30.246275616304285,60.010158880469376,85,проспект Авиаконструкторов,округ Озеро Долгое
0101000020E610000043D435EB0B3F3E40A3B9475FB1FB4D40,30.246275616304285,59.96635046961026,760,Южная дорога,округ Чкаловское
0101000020E610000043D435EB0B3F3E40ABB649C801004E40,30.246275616304285,60.00005439376158,126,Стародеревенская улица,округ № 65
0101000020E610000043D435EB0B3F3E40B18723A9BC024E40,30.246275616304285,60.02138246760239,32,Комендантский проспект,округ Юнтолово
0101000020E610000043D435EB0B3F3E40B461AD63B9EE4D40,30.246275616304285,59.86503263440992,15,Портовая улица,округ Автово
0101000020E610000043D435EB0B3F3E40C562CEBDB9004E40,30.246275616304285,60.00566837861474,11,Стародеревенская улица,округ № 65
0101000020E610000043D435EB0B3F3E40CDB8F95003014E40,30.246275616304285,60.00791370576335,442,улица Ильюшина,округ Озеро Долгое
0101000020E610000043D435EB0B3F3E40D4F7F058CCF64D40,30.246275616304285,59.92811118856449,103,Большой проспект В.О.,округ Гавань
0101000020E610000043D435EB0B3F3E40D800D455BF044E40,30.246275616304285,60.03708908893322,68,Парашютная улица,округ Коломяги
0101000020E610000043D435EB0B3F3E40EC88DD9029024E40,30.246275616304285,60.01689349000102,2125,Долгоозёрная улица,округ Юнтолово
0101000020E610000043D435EB0B3F3E40F2A15A5F1DEB4D40,30.246275616304285,59.83683387685223,45,улица Лёни Голикова,округ Дачное
0101000020E610000043D435EB0B3F3E40F9C38CE397024E40,30.246275616304285,60.020260280354655,455,Комендантский проспект,округ Юнтолово
0101000020E610000043EE9189F7603E400C288C4EF3F74D40,30.378777120711916,59.93711263507439,11,10-я Советская улица,округ Смольнинское
0101000020E610000043EE9189F7603E401079A430B8FF4D40,30.378777120711916,59.99780853300957,821,Гжатская улица,округ Гражданка
0101000020E610000043EE9189F7603E40134E7A7396014E40,30.378777120711916,60.01240390273974,103,улица Обручевых,округ Академическое
0101000020E610000043EE9189F7603E4014A96F5908F14D40,30.378777120711916,59.88306730224773,59,улица Салова,округ Волковское
0101000020E610000043EE9189F7603E4015F25ED56CED4D40,30.378777120711916,59.85488383422868,99,Осьминог,Георгиевский округ
0101000020E610000043EE9189F7603E401EA659BEB6ED4D40,30.378777120711916,59.85713939072978,86,Будапештская улица,округ Купчино
0101000020E610000043EE9189F7603E402A30A27964EA4D40,30.378777120711916,59.83119125766129,21,Балканская площадь,Балканский округ
0101000020E610000043EE9189F7603E4031CCB7976EFF4D40,30.378777120711916,59.99556251978391,2,проспект Непокорённых,округ Гражданка
0101000020E610000043EE9189F7603E40388968F5C0F14D40,30.378777120711916,59.88870112995431,20,улица Салова,округ Волковское
0101000020E610000043EE9189F7603E403AAA977194EE4D40,30.378777120711916,59.86390514283672,22,улица Турку,округ Купчино
0101000020E610000043EE9189F7603E403D31347FBEF04D40,30.378777120711916,59.88081350372747,8,Пражская улица,округ Волковское
0101000020E610000043EE9189F7603E4040AC83FD24FF4D40,30.378777120711916,59.9933163540777,95,проспект Непокорённых,округ Пискарёвка
0101000020E610000043EE9189F7603E40477640AC8AFA4D40,30.378777120711916,59.95735695979653,14,Свердловская набережная,Финляндский округ
0101000020E610000043EE9189F7603E404BF55C0A3FF94D40,30.378777120711916,59.94723634280179,55,Таврическая улица,округ Смольнинское
0101000020E610000043EE9189F7603E40582A871690FD4D40,30.378777120711916,59.98095971679568,130,проспект Маршала Блюхера,Финляндский округ
0101000020E610000043EE9189F7603E405A854F09B4EC4D40,30.378777120711916,59.84924427397591,66,улица Димитрова,Георгиевский округ
0101000020E610000043EE9189F7603E405AFD70E0E5F14D40,30.378777120711916,59.88982778088639,6,улица Салова,округ Волковское
0101000020E610000043EE9189F7603E406379569882F64D40,30.378777120711916,59.92586044523594,769,Невский проспект,округ Лиговка-Ямская
0101000020E610000043EE9189F7603E406E4CE6811AEA4D40,30.378777120711916,59.82893394227072,1451,Балканская площадь,Балканский округ
0101000020E610000043EE9189F7603E40749A73B54FF04D40,30.378777120711916,59.87743251938528,8,Пражская улица,округ Волковское
0101000020E610000043EE9189F7603E4074DD5BB2DBED4D40,30.378777120711916,59.8582671116409,21,Будапештская улица,округ Купчино
0101000020E610000043EE9189F7603E407A441D895BF54D40,30.378777120711916,59.91685594491079,12,набережная Обводного канала,округ Лиговка-Ямская
0101000020E610000043EE9189F7603E4085057155DEEE4D40,30.378777120711916,59.86616008776313,36,улица Турку,округ Купчино
0101000020E610000043EE9189F7603E40854A58CAE2034E40,30.378777120711916,60.03035859404648,5168,Северный проспект,округ Академическое
0101000020E610000043EE9189F7603E4087F0623252F14D40,30.378777120711916,59.88532094794305,40,улица Салова,округ Волковское
0101000020E610000043EE9189F7603E40888919D708054E40,30.378777120711916,60.03933228251395,5,проспект Культуры,округ Северный
0101000020E610000043EE9189F7603E408A3E861151044E40,30.378777120711916,60.033724012898425,4998,проспект Луначарского,округ Северный
0101000020E610000043EE9189F7603E40975BBA5723FE4D40,30.378777120711916,59.98545357322217,666,Богословская улица,округ Пискарёвка
0101000020E610000043EE9189F7603E409E5212462DF14D40,30.378777120711916,59.88419414419808,119,улица Салова,округ Волковское
0101000020E610000043EE9189F7603E40AAF7F54399034E40,30.378777120711916,60.02811479101304,57,улица Академика Байкова,округ Академическое
0101000020E610000043EE9189F7603E40ABD94A1972EF4D40,30.378777120711916,59.87066951899336,1289,улица Белы Куна,округ Купчино
0101000020E610000043EE9189F7603E40C27FCF284DEF4D40,30.378777120711916,59.8695422185115,6584,улица Белы Куна,округ Купчино
0101000020E610000043EE9189F7603E40C2FABDE463F94D40,30.378777120711916,59.9483610084185,11,Шпалерная улица,округ Смольнинское
0101000020E610000043EE9189F7603E40C710576493FF4D40,30.378777120711916,59.99668554545638,32,проспект Непокорённых,округ Гражданка
0101000020E610000043EE9189F7603E40CDB8F95003014E40,30.378777120711916,60.00791370576335,2,аллея Огневского,округ Светлановское
0101000020E610000043EE9189F7603E40CDF98C87DE004E40,30.378777120711916,60.00679106124481,931,Политехническая улица,округ Академическое
0101000020E610000043EE9189F7603E40D4F7F058CCF64D40,30.378777120711916,59.92811118856449,1,Перекупной переулок,округ Смольнинское
0101000020E610000043EE9189F7603E40D7AAC6CA49FF4D40,30.378777120711916,59.9944394559913,26,Кушелевская дорога,округ Гражданка
0101000020E610000043EE9189F7603E40DAABFA4A59F44D40,30.378777120711916,59.90897500266847,10,Мельничная улица,
0101000020E610000043EE9189F7603E40DDC94EE7B4FD4D40,30.378777120711916,59.982083238097154,23,проспект Маршала Блюхера,округ Пискарёвка
0101000020E610000043EE9189F7603E40E13FA02445EC4D40,30.378777120711916,59.84586007904705,128,улица Димитрова,Георгиевский округ
0101000020E610000043EE9189F7603E40E6A76D456BFD4D40,30.378777120711916,59.97983615736284,7,проспект Маршала Блюхера,Финляндский округ
0101000020E610000043EE9189F7603E40E894CF02E0014E40,30.378777120711916,60.01464877258133,1,улица Обручевых,округ Академическое
0101000020E610000043EE9189F7603E40EE8CA19326004E40,30.378777120711916,60.00117726696214,1170,улица Хлопина,округ Академическое
0101000020E610000043EE9189F7603E40F2A15A5F1DEB4D40,30.378777120711916,59.83683387685223,14,Малая Балканская улица,Георгиевский округ
0101000020E610000043EE9189F7603E40FBF1162D20EC4D40,30.378777120711916,59.84473193760274,265,Купчинская улица,Георгиевский округ
0101000020E61000004408EE27E3823E4007001FDEECF44D40,30.511278625119548,59.91347862733533,1768,Ленинградская улица,
0101000020E61000004408EE27E3823E4009249E9F54F24D40,30.511278625119548,59.89320750447957,899,проспект Строителей,
0101000020E61000004408EE27E3823E400C44B6B2C5F34D40,30.511278625119548,59.904470767018296,272,Итальянский переулок,
0101000020E61000004408EE27E3823E400D42027446FD4D40,30.511278625119548,59.97871255979781,101,Ковалёвская улица,округ Ржевка
0101000020E61000004408EE27E3823E4012EF047589EA4D40,30.511278625119548,59.83231985798753,713,Караваевская улица,
0101000020E61000004408EE27E3823E401689BC128FEC4D40,30.511278625119548,59.84811624723277,50,улица Покровская дорога,
0101000020E61000004408EE27E3823E401AD725FD56F34D40,30.511278625119548,59.90109218928974,68,Венская улица,
0101000020E61000004408EE27E3823E401F04E95BC3F24D40,30.511278625119548,59.8965868842863,7544,проспект Строителей,
0101000020E61000004408EE27E3823E402A30A27964EA4D40,30.511278625119548,59.83119125766129,375,Караваевская улица,
0101000020E61000004408EE27E3823E4033438EB75DF64D40,30.511278625119548,59.92473501631175,210,41К-069,
0101000020E61000004408EE27E3823E40372CC5A536F54D40,30.511278625119548,59.91573021056722,67,Каштановая аллея,
0101000020E61000004408EE27E3823E403AAA977194EE4D40,30.511278625119548,59.86390514283672,3689,Русановская улица,
0101000020E61000004408EE27E3823E4049CA8BB52FF24D40,30.511278625119548,59.89208096814816,2879,проспект Строителей,
0101000020E61000004408EE27E3823E405009D46AD3EA4D40,30.511278625119548,59.8345769439062,48,Шлиссельбургский проспект,
0101000020E61000004408EE27E3823E4053FFA7E47BF34D40,30.511278625119548,59.90221842005726,642,Австрийская улица,
0101000020E61000004408EE27E3823E40582A871690FD4D40,30.511278625119548,59.98095971679568,187,Ржевская площадь,округ Ржевка
0101000020E61000004408EE27E3823E4058AA511532F34D40,30.511278625119548,59.89996592032976,170,Венская улица,
0101000020E61000004408EE27E3823E407A441D895BF54D40,30.511278625119548,59.91685594491079,33,Каштановая аллея,
0101000020E61000004408EE27E3823E407B23D8CBA0F34D40,30.511278625119548,59.90334461263316,2420,Австрийская улица,
0101000020E61000004408EE27E3823E407F614299EAF34D40,30.511278625119548,59.90559688321354,32,Итальянский переулок,
0101000020E61000004408EE27E3823E408D151BC211F54D40,30.511278625119548,59.91460443804235,6360,Ленинградская улица,
0101000020E61000004408EE27E3823E4094782B2D0DF34D40,30.511278625119548,59.89883961317642,83,Европейский проспект,
0101000020E61000004408EE27E3823E4097654065F8EA4D40,30.511278625119548,59.83570542950036,53,Шлиссельбургский проспект,
0101000020E61000004408EE27E3823E40A0DE2F7F6FEE4D40,30.511278625119548,59.86277761304268,406,Русановская улица,
0101000020E61000004408EE27E3823E40B461AD63B9EE4D40,30.511278625119548,59.86503263440992,2685,Русановская улица,
0101000020E61000004408EE27E3823E40BDBC985267EB4D40,30.511278625119548,59.83909065683245,118,Прибрежная улица,
0101000020E61000004408EE27E3823E40E6A76D456BFD4D40,30.511278625119548,59.97983615736284,8,Ржевская площадь,округ Ржевка
0101000020E61000004408EE27E3823E40ED86C4B7D9FD4D40,30.511278625119548,59.98320672126816,5,Рябовское шоссе,округ Ржевка
0101000020E61000004408EE27E3823E40F2755E8979F24D40,30.511278625119548,59.894334002612496,43,проспект Строителей,
0101000020E61000004729EA32BF3C3E400779FFC904024E40,30.23729246346309,60.01577115034348,287,Долгоозёрная улица,округ Юнтолово
0101000020E61000004729EA32BF3C3E400A41C338F1F64D40,30.23729246346309,59.9292365029706,1,Наличная улица,округ Гавань
0101000020E61000004729EA32BF3C3E400C288C4EF3F74D40,30.23729246346309,59.93711263507439,22,Гаванская улица,округ Гавань
0101000020E61000004729EA32BF3C3E40134E7A7396014E40,30.23729246346309,60.01240390273974,64,Долгоозёрная улица,округ Озеро Долгое
0101000020E61000004729EA32BF3C3E401AD725FD56F34D40,30.23729246346309,59.90109218928974,70,Невельская улица,округ Морские ворота
0101000020E61000004729EA32BF3C3E401E66D608FBFB4D40,30.23729246346309,59.96859846562096,4495,Южная дорога,округ Чкаловское
0101000020E61000004729EA32BF3C3E4021096A9925EE4D40,30.23729246346309,59.86052243878864,172,улица Маршала Казакова,округ Красненькая речка
0101000020E61000004729EA32BF3C3E40219CBC4B8CEB4D40,30.23729246346309,59.840218989462535,1,улица Лёни Голикова,округ Дачное
0101000020E61000004729EA32BF3C3E402F043834D6FB4D40,30.23729246346309,59.96747448668645,5,Южная дорога,округ Чкаловское
0101000020E61000004729EA32BF3C3E40477640AC8AFA4D40,30.23729246346309,59.95735695979653,2,Морская набережная,округ Остров Декабристов
0101000020E61000004729EA32BF3C3E40494A4ED65FF74D40,30.23729246346309,59.932612217166536,78,Опочинина улица,округ Гавань
0101000020E61000004729EA32BF3C3E404EFE0BA600EE4D40,30.23729246346309,59.85939479432693,83,улица Маршала Казакова,округ Красненькая речка
0101000020E61000004729EA32BF3C3E406379569882F64D40,30.23729246346309,59.92586044523594,89,площадь Морской Славы,округ Гавань
0101000020E61000004729EA32BF3C3E407916A554F5F84D40,30.23729246346309,59.94498689709594,625,улица Беринга,Васильевский округ
0101000020E61000004729EA32BF3C3E40854A58CAE2034E40,30.23729246346309,60.03035859404648,270,Комендантский проспект,округ Коломяги
0101000020E61000004729EA32BF3C3E40892F7FF5FDEC4D40,30.23729246346309,59.85150021276701,814,Кронштадтская площадь,округ Дачное
0101000020E61000004729EA32BF3C3E408D151BC211F54D40,30.23729246346309,59.91460443804235,10,Двинская улица,округ Морские ворота
0101000020E61000004729EA32BF3C3E408F05D6231CFA4D40,30.23729246346309,59.95398376417426,161,Уральская улица,округ Остров Декабристов
0101000020E61000004729EA32BF3C3E408FAA9F16E4044E40,30.23729246346309,60.03821070476726,610,Парашютная улица,округ Коломяги
0101000020E61000004729EA32BF3C3E409EBE0E8D07044E40,30.23729246346309,60.03148043842269,87,Комендантский проспект,округ Коломяги
0101000020E61000004729EA32BF3C3E40B2FEA92F1AF94D40,30.23729246346309,59.94611163902791,172,улица Беринга,Васильевский округ
0101000020E61000004729EA32BF3C3E40BFAA5B2970004E40,30.23729246346309,60.00342289901664,944,Богатырский проспект,округ № 65
0101000020E61000004729EA32BF3C3E40C2FABDE463F94D40,30.23729246346309,59.9483610084185,26,улица Одоевского,округ Остров Декабристов
0101000020E61000004729EA32BF3C3E40C562CEBDB9004E40,30.23729246346309,60.00566837861474,39,Планерная улица,округ № 65
0101000020E61000004729EA32BF3C3E40CAE971F73AF74D40,30.23729246346309,59.93148701727075,10,Наличная улица,округ Гавань
0101000020E61000004729EA32BF3C3E40D4F7F058CCF64D40,30.23729246346309,59.92811118856449,1339,Средний проспект В.О.,округ Гавань
0101000020E61000004729EA32BF3C3E40D5BE225942EB4D40,30.23729246346309,59.83796228596263,155,проспект Ветеранов,округ Ульянка
0101000020E61000004729EA32BF3C3E40E13FA02445EC4D40,30.23729246346309,59.84586007904705,139,улица Лёни Голикова,округ Дачное
0101000020E61000004729EA32BF3C3E40E4A1F770CEF74D40,30.23729246346309,59.935987587847,4,Опочинина улица,округ Гавань
0101000020E61000004729EA32BF3C3E40EC8BB6949A044E40,30.23729246346309,60.035967435010974,6,проспект Королёва,округ Коломяги
0101000020E61000004729EA32BF3C3E40ED86C4B7D9FD4D40,30.23729246346309,59.98320672126816,1243,Приморский проспект,округ № 65
0101000020E61000004729EA32BF3C3E40EE8CA19326004E40,30.23729246346309,60.00117726696214,392,Ситцевая улица,округ № 65
0101000020E61000004729EA32BF3C3E40F9C38CE397024E40,30.23729246346309,60.020260280354655,30,проспект Авиаконструкторов,округ Юнтолово
0101000020E6100000474346D1AA5E3E400086058A8CFB4D40,30.36979396787072,59.96522641439151,28,Минеральная улица,Финляндский округ
0101000020E6100000474346D1AA5E3E400262E887FEFD4D40,30.36979396787072,59.984330166309526,160,проспект Маршала Блюхера,округ Пискарёвка
0101000020E6100000474346D1AA5E3E4006FC5DE561F84D40,30.36979396787072,59.94048754777036,3,Виленский переулок,округ Смольнинское
0101000020E6100000474346D1AA5E3E400779FFC904024E40,30.36979396787072,60.01577115034348,137,Тихорецкий проспект,округ Академическое
0101000020E6100000474346D1AA5E3E400A41C338F1F64D40,30.36979396787072,59.9292365029706,63,Невский проспект,округ Смольнинское
0101000020E6100000474346D1AA5E3E401079A430B8FF4D40,30.36979396787072,59.99780853300957,64,проспект Непокорённых,округ Гражданка
0101000020E6100000474346D1AA5E3E4010C569574E024E40,30.36979396787072,60.01801579155483,2052,проспект Науки,округ Академическое
0101000020E6100000474346D1AA5E3E4014A96F5908F14D40,30.36979396787072,59.88306730224773,5472,Бухарестская улица,округ Волковское
0101000020E6100000474346D1AA5E3E4015DC4D3BBB014E40,30.36979396787072,60.013526356713705,842,Тихорецкий проспект,округ Академическое
0101000020E6100000474346D1AA5E3E4015F25ED56CED4D40,30.36979396787072,59.85488383422868,1,Креветка,округ Купчино
0101000020E6100000474346D1AA5E3E401893C931F9FA4D40,30.36979396787072,59.960729812073794,184,Арсенальная улица,Финляндский округ
0101000020E6100000474346D1AA5E3E40236E4BFC40FA4D40,30.36979396787072,59.9551082008659,839,улица Комсомола,Финляндский округ
0101000020E6100000474346D1AA5E3E402996E24603EF4D40,30.36979396787072,59.86728750289723,106,улица Турку,округ Купчино
0101000020E6100000474346D1AA5E3E403785B0A374F04D40,30.36979396787072,59.8785595523754,10,улица Фучика,округ Волковское
0101000020E6100000474346D1AA5E3E4042A0141A28014E40,30.36979396787072,60.00903631217126,1821,Политехническая улица,округ Академическое
0101000020E6100000474346D1AA5E3E404983611E77F14D40,30.36979396787072,59.88644771348351,93,улица Салова,округ Волковское
0101000020E6100000474346D1AA5E3E4058AA511532F34D40,30.36979396787072,59.89996592032976,168,Андреевская улица,округ Волковское
0101000020E6100000474346D1AA5E3E406379569882F64D40,30.36979396787072,59.92586044523594,814,Миргородская улица,округ Лиговка-Ямская
0101000020E6100000474346D1AA5E3E406A1274D638F64D40,30.36979396787072,59.92360954921317,3824,Кременчугская улица,округ Лиговка-Ямская
0101000020E6100000474346D1AA5E3E406CEA54AB71014E40,30.36979396787072,60.0112814106586,1,Тихорецкий проспект,округ Академическое
0101000020E6100000474346D1AA5E3E40704FED7D3FEA4D40,30.36979396787072,59.83006261908929,34,Витебский проспект,округ Гагаринское
0101000020E6100000474346D1AA5E3E4070B5CC78A7F64D40,30.36979396787072,59.92698583598656,1101,Полтавская улица,округ Лиговка-Ямская
0101000020E6100000474346D1AA5E3E4087F0623252F14D40,30.36979396787072,59.88532094794305,77,улица Салова,округ Волковское
0101000020E6100000474346D1AA5E3E408991431816F74D40,30.36979396787072,59.930361779205725,1081,2-я Советская улица,округ Смольнинское
0101000020E6100000474346D1AA5E3E408F05D6231CFA4D40,30.36979396787072,59.95398376417426,664,улица Комсомола,Финляндский округ
0101000020E6100000474346D1AA5E3E408F79686EE1024E40,30.36979396787072,60.022504616749856,25,улица Веденеева,округ Академическое
0101000020E6100000474346D1AA5E3E4094782B2D0DF34D40,30.36979396787072,59.89883961317642,48,улица Самойловой,округ Волковское
0101000020E6100000474346D1AA5E3E40975BBA5723FE4D40,30.36979396787072,59.98545357322217,1312,Кушелевская дорога,округ Пискарёвка
0101000020E6100000474346D1AA5E3E4097654065F8EA4D40,30.36979396787072,59.83570542950036,34,Звёздная улица,округ Гагаринское
0101000020E6100000474346D1AA5E3E409E5212462DF14D40,30.36979396787072,59.88419414419808,301,Бухарестская улица,округ Волковское
0101000020E6100000474346D1AA5E3E40A08C1570AEEA4D40,30.36979396787072,59.833448420068855,1,Дунайский проспект,округ Гагаринское
0101000020E6100000474346D1AA5E3E40A3B9475FB1FB4D40,30.36979396787072,59.96635046961026,40,Минеральная улица,Финляндский округ
0101000020E6100000474346D1AA5E3E40AAF7F54399034E40,30.36979396787072,60.02811479101304,63,улица Академика Байкова,округ Академическое
0101000020E6100000474346D1AA5E3E40ABD94A1972EF4D40,30.36979396787072,59.87066951899336,485,Будапештская улица,округ Волковское
0101000020E6100000474346D1AA5E3E40AE9B3931CAF54D40,30.36979396787072,59.92023291886231,26,Кременчугская улица,округ Лиговка-Ямская
0101000020E6100000474346D1AA5E3E40B18723A9BC024E40,30.36979396787072,60.02138246760239,315,Тихорецкий проспект,округ Академическое
0101000020E6100000474346D1AA5E3E40B2FEA92F1AF94D40,30.36979396787072,59.94611163902791,3657,Потёмкинская улица,округ Смольнинское
0101000020E6100000474346D1AA5E3E40B461AD63B9EE4D40,30.36979396787072,59.86503263440992,12,Будапештская улица,округ Купчино
0101000020E6100000474346D1AA5E3E40BE7BD74EA5F54D40,30.36979396787072,59.919107299057465,6,Кременчугская улица,округ Лиговка-Ямская
0101000020E6100000474346D1AA5E3E40C27FCF284DEF4D40,30.36979396787072,59.8695422185115,40,Будапештская улица,округ Купчино
0101000020E6100000474346D1AA5E3E40CB88A75E4B004E40,30.36979396787072,60.00230010204685,651,Политехническая улица,округ Академическое
0101000020E6100000474346D1AA5E3E40CEB8CE2B18F84D40,30.36979396787072,59.93823764413683,281,Греческий проспект,округ Смольнинское
0101000020E6100000474346D1AA5E3E40D4F7F058CCF64D40,30.36979396787072,59.92811118856449,489,Невский проспект,округ Лиговка-Ямская
0101000020E6100000474346D1AA5E3E40E894CF02E0014E40,30.36979396787072,60.01464877258133,8,Тихорецкий проспект,округ Академическое
0101000020E6100000474346D1AA5E3E40E8CAED5AD4FA4D40,30.36979396787072,59.95960556612937,5,улица Комсомола,Финляндский округ
0101000020E6100000474346D1AA5E3E40EA2DA41D73024E40,30.36979396787072,60.01913805500574,3885,Тихорецкий проспект,округ Академическое
0101000020E6100000474346D1AA5E3E40EC8BB6949A044E40,30.36979396787072,60.035967435010974,19,проспект Луначарского,округ Северный
0101000020E6100000474346D1AA5E3E40ED86C4B7D9FD4D40,30.36979396787072,59.98320672126816,174,проспект Маршала Блюхера,Финляндский округ
0101000020E6100000474346D1AA5E3E40F4174A8074034E40,30.36979396787072,60.02699283235407,13,аллея Академика Глушко,округ Академическое
0101000020E6100000474346D1AA5E3E40F91CC68469FC4D40,30.36979396787072,59.971970173582974,15,Чугунная улица,Финляндский округ
0101000020E6100000485DA26F96803E4012EF047589EA4D40,30.50229547227835,59.83231985798753,8,Тепловозная улица,
0101000020E6100000485DA26F96803E401EA659BEB6ED4D40,30.50229547227835,59.85713939072978,151,Большой Обуховский мост,
0101000020E6100000485DA26F96803E4021743A2748FE4D40,30.50229547227835,59.98657694200688,84,Челябинская улица,округ Ржевка
0101000020E6100000485DA26F96803E40219CBC4B8CEB4D40,30.50229547227835,59.840218989462535,130,Рыбацкий проспект,
0101000020E6100000485DA26F96803E402A30A27964EA4D40,30.50229547227835,59.83119125766129,3318,Тепловозная улица,
0101000020E6100000485DA26F96803E402BEBD0F9C7F44D40,30.50229547227835,59.91235277844529,1,Ленинградская улица,
0101000020E6100000485DA26F96803E4033438EB75DF64D40,30.50229547227835,59.92473501631175,60,улица Лопатина,
0101000020E6100000485DA26F96803E4041010E3DD6EB4D40,30.50229547227835,59.84247554000695,224,Рыбацкий проспект,
0101000020E6100000485DA26F96803E405009D46AD3EA4D40,30.50229547227835,59.8345769439062,11,Караваевская улица,
0101000020E6100000485DA26F96803E40516FA59DABF84D40,30.50229547227835,59.94273729875442,33,Белорусская улица,округ Пороховые
0101000020E6100000485DA26F96803E405C0B0E0A9CF14D40,30.50229547227835,59.88757444082032,4,«Кола»,
0101000020E6100000485DA26F96803E406379569882F64D40,30.50229547227835,59.92586044523594,51,улица Лопатина,
0101000020E6100000485DA26F96803E406AFE758C4AEE4D40,30.50229547227835,59.86165004502693,9,Русановская улица,
0101000020E6100000485DA26F96803E407B23D8CBA0F34D40,30.50229547227835,59.90334461263316,46,Центральная улица,
0101000020E6100000485DA26F96803E407B5D8E44B1EB4D40,30.50229547227835,59.84134728385376,1574,Рыбацкий проспект,
0101000020E6100000485DA26F96803E4097654065F8EA4D40,30.50229547227835,59.83570542950036,17,Караваевская улица,
0101000020E6100000485DA26F96803E40A0DE2F7F6FEE4D40,30.50229547227835,59.86277761304268,51,Русановская улица,
0101000020E6100000485DA26F96803E40CEB8CE2B18F84D40,30.50229547227835,59.93823764413683,28,Ленская улица,округ Пороховые
0101000020E61000004C7E9E7A723A3E400262E887FEFD4D40,30.228309310621896,59.984330166309526,178,улица Савушкина,округ № 65
0101000020E61000004C7E9E7A723A3E400A721DB144FC4D40,30.228309310621896,59.97084630906837,132,Батарейная дорога,округ Чкаловское
0101000020E61000004C7E9E7A723A3E400B9A5B3306034E40,30.228309310621896,60.0236267277979,242,проспект Авиаконструкторов,округ Юнтолово
0101000020E61000004C7E9E7A723A3E401079A430B8FF4D40,30.228309310621896,59.99780853300957,3,улица Оптиков,округ № 65
0101000020E61000004C7E9E7A723A3E4010C569574E024E40,30.228309310621896,60.01801579155483,11,Планерная улица,округ Юнтолово
0101000020E61000004C7E9E7A723A3E401672D71B6AEC4D40,30.228309310621896,59.84698818225677,121,улица Лёни Голикова,округ Дачное
0101000020E61000004C7E9E7A723A3E401893C931F9FA4D40,30.228309310621896,59.960729812073794,3,Морская набережная,округ Остров Декабристов
0101000020E61000004C7E9E7A723A3E401DAC68F66CFE4D40,30.228309310621896,59.987700272664576,10,Школьная улица,округ № 65
0101000020E61000004C7E9E7A723A3E402265734F2C044E40,30.228309310621896,60.03260224470638,56,Комендантский проспект,округ Коломяги
0101000020E61000004C7E9E7A723A3E4030E11C588EFC4D40,30.228309310621896,59.97309399995937,338,Батарейная дорога,округ Чкаловское
0101000020E61000004C7E9E7A723A3E4041CA35D0FCFC4D40,30.228309310621896,59.97646525026767,75,набережная Гребного канала,округ Чкаловское
0101000020E61000004C7E9E7A723A3E4042A0141A28014E40,30.228309310621896,60.00903631217126,38,ЗСД,округ Юнтолово
0101000020E61000004C7E9E7A723A3E404822740997EF4D40,30.228309310621896,59.87179678125955,11,дорога на Турухтанные острова,округ Автово
0101000020E61000004C7E9E7A723A3E40494A4ED65FF74D40,30.228309310621896,59.932612217166536,178,Шкиперский проток,округ Гавань
0101000020E61000004C7E9E7A723A3E404BF55C0A3FF94D40,30.228309310621896,59.94723634280179,35,Новосмоленская набережная,округ Морской
0101000020E61000004C7E9E7A723A3E404EFE0BA600EE4D40,30.228309310621896,59.85939479432693,1322,проспект Маршала Жукова,округ Красненькая речка
0101000020E61000004C7E9E7A723A3E405241B344E8F24D40,30.228309310621896,59.89771326782888,1,ЗСД,округ Морские ворота
